train_loss,train_accuracy,train_f1_score,train_precision,train_recall,test_loss,test_accuracy,test_f1_score,test_precision,test_recall
0.2252249117617119,0.9245916221898755,0.7786158411473683,0.9098027189275879,0.7611166403501668,0.9087319735527039,0.7293,0.6931588350675189,0.8107275153943251,0.7293000000000001
0.17410510914593322,0.938177260229662,0.8153827288561215,0.9238259091275081,0.8096735002049327,0.7783569263458252,0.7853,0.7497049968199189,0.8357468190921209,0.7853
0.13556319776968856,0.9506307617661329,0.8508958519951138,0.9355629462677874,0.8393809693119453,0.7513512106895447,0.7991,0.769525090533901,0.8182114191676055,0.7991
