train_loss,train_accuracy,train_f1_score,train_precision,train_recall,test_loss,test_accuracy,test_f1_score,test_precision,test_recall
0.2857571104861474,0.8896733582851309,0.8344264581756938,0.8709967071481286,0.8215294413870706,0.5435342072486877,0.8065,0.7985165776404043,0.8326415144696167,0.8065
0.227430029299114,0.9164681864579789,0.8817646748705629,0.8939885520440484,0.8730390967895477,0.41996798808574676,0.8473,0.8464268693413889,0.8607712267424624,0.8473
0.1921750975746709,0.9290858568674152,0.8987877913973824,0.9205710843271655,0.8845017975918322,0.46872846999168394,0.8486,0.8478849037717824,0.8669493981693421,0.8486
